gene, test statistic, p-value, number of groups
p0083-p0022-p0222-p0305-p0195,1.1935186201861716,0.383,2
p0324-p0369-p0122-p0075-p0052,1.3647219035736253,0.206,2
p0067-p0337-p0047-p0118-p0205,1.209594452933015,0.348,2
p0332-p0366-p0207-p0009-p0186,0.8637835903237945,0.624,2
p0286-p0067-p0015-p0135-p0253,1.6853226180747785,0.115,2
p0014-p0027-p0366-p0244-p0287,1.052662888816914,0.49,2
p0278-p0200-p0169-p0168-p0065,1.2133270579752362,0.364,2
p0027-p0289-p0085-p0182-p0151,1.1456272386122117,0.406,2
p0001-p0249-p0220-p0024-p0389,1.9656785814289177,0.132,2
p0202-p0358-p0032-p0001-p0018,1.537001203449968,0.2,2
p0228-p0128-p0334-p0262-p0047,1.151272935797278,0.405,2
p0354-p0283-p0344-p0025-p0116,0.9284060316590563,0.566,2
p0111-p0139-p0340-p0037-p0117,-0.3759743242943465,0.98,2
p0396-p0303-p0106-p0043-p0264,2.042789783925896,0.034,2
p0399-p0185-p0035-p0237-p0294,1.7434170428143492,0.153,2
p0283-p0308-p0285-p0030-p0247,2.111642456808,0.137,2
p0185-p0063-p0271-p0290-p0050,1.0100842143088145,0.506,2
p0300-p0344-p0234-p0064-p0117,1.5564370745178682,0.133,2
p0138-p0043-p0089-p0209-p0175,1.46397715977185,0.114,2
p0177-p0286-p0189-p0064-p0008,1.0388090222972395,0.448,2
p0189-p0195-p0266-p0062-p0181,1.8261869325823414,0.054,2
p0382-p0107-p0397-p0207-p0322,1.8450040576577336,0.112,2
p0146-p0304-p0197-p0237-p0010,1.0898636303316709,0.422,2
p0011-p0088-p0177-p0091-p0136,1.2446234365632796,0.355,2
p0236-p0032-p0300-p0178-p0139,0.4085854402220437,0.882,2
p0278-p0107-p0136-p0263-p0169,2.346228218560676,0.025,2
p0283-p0364-p0391-p0104-p0219,1.0176323867027477,0.497,2
p0231-p0235-p0217-p0173-p0154,1.1005673476130091,0.418,2
p0340-p0152-p0363-p0041-p0061,1.82631011242848,0.164,2
p0060-p0095-p0358-p0023-p0356,2.105194376733273,0.021,2
p0192-p0291-p0081-p0172-p0063,1.6533722022364423,0.091,2
p0007-p0168-p0022-p0262-p0119,0.3947795557074952,0.887,2
p0052-p0235-p0120-p0030-p0138,1.7000327600817962,0.098,2
p0140-p0035-p0171-p0074-p0215,1.2543594374973661,0.335,2
p0037-p0249-p0008-p0167-p0197,1.2581388955111488,0.399,2
p0033-p0132-p0348-p0133-p0209,1.1273454718022433,0.4,2
p0229-p0200-p0143-p0207-p0230,1.5693591862075635,0.182,2
p0231-p0355-p0343-p0029-p0238,1.9103465870098268,0.076,2
p0344-p0075-p0066-p0384-p0012,1.7739735523078337,0.113,2
p0322-p0131-p0309-p0208-p0177,2.650930228028425,0.026,2
p0284-p0246-p0100-p0196-p0037,1.7802115705513069,0.167,2
p0067-p0379-p0311-p0248-p0159,1.6585213154170089,0.136,2
p0376-p0005-p0248-p0327-p0207,1.5564256114715713,0.144,2
p0377-p0199-p0241-p0229-p0105,1.1986971922976015,0.414,2
p0021-p0102-p0335-p0023-p0032,1.3404622546803757,0.247,2
p0235-p0197-p0182-p0350-p0344,0.007131661192827079,0.951,2
p0234-p0257-p0352-p0073-p0002,0.6825319365201996,0.724,2
p0325-p0009-p0356-p0091-p0248,1.2543989389153265,0.363,2
p0011-p0378-p0211-p0184-p0285,0.050632769278986495,0.87,2
p0368-p0224-p0335-p0274-p0235,0.10718231271947387,0.907,2
p0303-p0261-p0066-p0371-p0311,2.0464171710855106,0.047,2
p0263-p0138-p0327-p0325-p0125,1.5709441350462772,0.143,2
p0272-p0126-p0188-p0343-p0334,1.249439050763378,0.344,2
p0145-p0189-p0373-p0362-p0118,1.7896809551932438,0.137,2
p0396-p0395-p0072-p0016-p0274,0.8905041511891275,0.59,2
p0398-p0108-p0147-p0309-p0199,2.847417669768317,0.035,2
p0326-p0062-p0299-p0027-p0090,1.3206567634311728,0.213,2
p0086-p0094-p0261-p0262-p0119,0.913707696730472,0.609,2
p0160-p0242-p0139-p0293-p0181,0.189632390350233,0.87,2
p0232-p0357-p0282-p0127-p0036,0.8620942332651359,0.633,2
p0193-p0253-p0042-p0179-p0222,1.287999904025002,0.372,2
p0049-p0249-p0340-p0129-p0345,1.7265117274648647,0.235,2
p0198-p0294-p0188-p0322-p0092,1.8866093150731835,0.177,2
p0188-p0134-p0377-p0123-p0346,2.0272137520954425,0.056,2
p0345-p0280-p0141-p0272-p0067,1.7812315062752162,0.156,2
p0342-p0393-p0310-p0175-p0108,2.0031545922034293,0.07,2
p0110-p0135-p0010-p0179-p0263,0.8285805761171942,0.652,2
p0355-p0328-p0278-p0148-p0040,0.8091938376141269,0.647,2
p0081-p0256-p0028-p0120-p0034,1.6149870914185906,0.13,2
p0074-p0333-p0018-p0248-p0136,1.655194600373942,0.096,2
p0134-p0181-p0045-p0024-p0169,2.033317136472123,0.041,2
p0165-p0105-p0345-p0294-p0257,2.2532837130062324,0.072,2
p0156-p0291-p0324-p0211-p0162,1.4615851827282398,0.197,2
p0317-p0373-p0367-p0330-p0249,1.1067940177144537,0.479,2
p0172-p0132-p0030-p0069-p0262,1.565838799536503,0.12,2
p0393-p0023-p0252-p0111-p0360,1.8513742905917534,0.072,2
p0015-p0147-p0122-p0298-p0007,1.6610651040661286,0.115,2
p0157-p0228-p0029-p0020-p0151,1.304305462816949,0.287,2
p0075-p0168-p0338-p0018-p0162,0.5384081394005692,0.784,2
p0051-p0261-p0393-p0383-p0142,1.752815774992146,0.101,2
p0255-p0351-p0156-p0003-p0021,1.7928470624171775,0.139,2
p0107-p0127-p0153-p0039-p0344,1.8836110078334225,0.028,2
p0065-p0022-p0110-p0091-p0345,1.3192743248498535,0.352,2
p0392-p0175-p0367-p0014-p0384,1.0068920274605162,0.536,2
p0087-p0081-p0249-p0069-p0252,2.077077815288738,0.075,2
p0132-p0369-p0381-p0160-p0247,1.8296839894877244,0.071,2
p0007-p0381-p0394-p0112-p0382,1.3196813097831896,0.274,2
p0194-p0369-p0235-p0279-p0193,1.787396952950806,0.087,2
p0108-p0124-p0008-p0082-p0311,1.5285125155143915,0.228,2
p0023-p0139-p0228-p0106-p0005,0.6612399735676987,0.77,2
p0201-p0279-p0143-p0034-p0396,1.4390541646759194,0.288,2
p0023-p0373-p0136-p0219-p0277,1.7843654240042162,0.126,2
p0139-p0391-p0074-p0048-p0152,0.8908074764005015,0.597,2
p0056-p0102-p0115-p0164-p0034,1.3984191040357272,0.256,2
p0122-p0205-p0159-p0179-p0255,2.348152700847817,0.032,2
p0194-p0153-p0273-p0377-p0350,1.5359915277411438,0.189,2
p0333-p0298-p0004-p0168-p0351,0.8755175245442733,0.608,2
p0026-p0365-p0338-p0375-p0236,2.218439325393203,0.024,2
p0095-p0262-p0201-p0000-p0269,0.21877186507972565,0.944,2
p0399-p0371-p0139-p0379-p0394,1.071127005563288,0.453,2
p0319-p0092-p0110-p0342-p0154,1.7996144706118284,0.115,2
p0137-p0067-p0059-p0273-p0076,1.339238120076568,0.28,2
p0170-p0115-p0064-p0205-p0129,1.4930793408803915,0.24,2
p0163-p0342-p0143-p0085-p0094,1.7462129825420623,0.1,2
p0087-p0156-p0176-p0310-p0077,0.8060313263625051,0.663,2
p0225-p0321-p0196-p0366-p0163,2.1314668853879333,0.028,2
p0068-p0314-p0273-p0370-p0153,1.0121367523032705,0.535,2
p0091-p0191-p0201-p0168-p0270,0.19141645538309593,0.857,2
p0277-p0055-p0108-p0122-p0299,1.300810610913212,0.286,2
p0005-p0257-p0186-p0164-p0310,0.2176427398554932,0.88,2
p0393-p0121-p0150-p0145-p0049,1.7552328836760358,0.171,2
p0203-p0093-p0287-p0190-p0155,0.8534501723447439,0.617,2
p0190-p0070-p0104-p0007-p0020,2.164886191081032,0.014,2
p0208-p0399-p0136-p0141-p0229,1.909431163401504,0.084,2
p0324-p0239-p0389-p0273-p0137,1.2513901820250541,0.371,2
p0382-p0246-p0301-p0101-p0303,1.1400780877249026,0.426,2
p0135-p0208-p0307-p0108-p0055,1.946585153545276,0.086,2
p0344-p0005-p0049-p0180-p0367,0.3872498891993031,0.844,2
p0199-p0323-p0171-p0363-p0031,1.6832252135880914,0.228,2
p0096-p0024-p0132-p0062-p0399,1.8203977488304721,0.052,2
p0230-p0042-p0380-p0318-p0126,2.0174255466997133,0.091,2
p0339-p0326-p0318-p0235-p0182,2.024285698571787,0.101,2
p0030-p0266-p0371-p0338-p0074,1.1006147218440607,0.425,2
p0308-p0205-p0257-p0027-p0111,1.782959623875546,0.226,2
p0131-p0073-p0020-p0165-p0102,0.9467752073771085,0.551,2
p0398-p0198-p0137-p0343-p0248,2.238248020579537,0.044,2
p0308-p0317-p0387-p0075-p0366,1.6690327279975206,0.241,2
p0084-p0211-p0148-p0179-p0013,1.1441960769314996,0.382,2
p0252-p0113-p0063-p0178-p0051,1.198450682899101,0.297,2
p0325-p0342-p0085-p0341-p0074,2.02908739932169,0.102,2
p0233-p0190-p0029-p0213-p0027,1.2166418502329825,0.327,2
p0173-p0017-p0126-p0266-p0334,0.855326200050201,0.607,2
p0104-p0111-p0325-p0069-p0084,1.6478011438507658,0.094,2
p0201-p0350-p0352-p0006-p0002,0.4493779546752708,0.777,2
p0389-p0332-p0025-p0343-p0262,0.7882383924601798,0.68,2
p0077-p0352-p0335-p0153-p0221,0.8859306011380119,0.571,2
p0128-p0348-p0332-p0131-p0395,1.4919939575455918,0.203,2
p0172-p0008-p0113-p0174-p0364,1.5349022269764894,0.133,2
p0261-p0389-p0008-p0066-p0294,1.5282034787574428,0.26,2
p0205-p0249-p0174-p0209-p0070,2.3544857765507796,0.043,2
p0363-p0263-p0111-p0207-p0335,2.262210735718781,0.06,2
p0050-p0065-p0247-p0235-p0334,0.9273120715896698,0.572,2
p0379-p0147-p0184-p0396-p0325,2.094413776159065,0.068,2
p0090-p0322-p0241-p0372-p0361,1.097140090906158,0.497,2
p0190-p0272-p0378-p0005-p0018,1.1182078718367392,0.435,2
p0185-p0154-p0227-p0146-p0389,0.44521106676333894,0.864,2
p0265-p0221-p0009-p0217-p0253,1.5470988788227193,0.228,2
p0163-p0242-p0160-p0073-p0325,1.5093202196898934,0.212,2
p0080-p0155-p0105-p0271-p0197,1.4694637433733284,0.234,2
p0393-p0242-p0161-p0036-p0394,2.2940736562119852,0.056,2
p0195-p0026-p0181-p0232-p0015,0.8177678985105555,0.665,2
p0370-p0393-p0326-p0286-p0211,1.679460958726586,0.172,2
p0072-p0153-p0167-p0004-p0348,1.2154182791049684,0.315,2
p0144-p0121-p0016-p0123-p0197,1.6489426498830304,0.157,2
p0269-p0197-p0230-p0250-p0140,1.5758041691452218,0.22,2
p0377-p0381-p0013-p0146-p0378,0.16204402211691094,0.938,2
p0081-p0238-p0300-p0377-p0183,1.2486635408198001,0.339,2
p0014-p0247-p0298-p0249-p0080,1.9560075630858642,0.103,2
p0397-p0042-p0029-p0320-p0008,1.4776642079411675,0.102,2
p0361-p0229-p0303-p0372-p0256,1.6027633120012368,0.257,2
p0333-p0127-p0183-p0080-p0131,1.4355020584710727,0.216,2
p0384-p0058-p0265-p0076-p0342,1.9032534699443242,0.134,2
p0069-p0159-p0144-p0375-p0334,2.497243971264216,0.008,2
p0241-p0045-p0093-p0046-p0344,1.0570246155827387,0.458,2
p0126-p0111-p0379-p0089-p0347,1.7915802884890992,0.127,2
p0206-p0161-p0372-p0230-p0077,1.1287390640863308,0.447,2
p0277-p0382-p0167-p0191-p0196,1.3470641975583606,0.318,2
p0348-p0243-p0048-p0111-p0147,1.364598440952045,0.263,2
p0097-p0127-p0092-p0168-p0333,0.8794140636792585,0.593,2
p0364-p0376-p0069-p0146-p0310,2.221044776392178,0.017,2
p0391-p0204-p0017-p0031-p0264,0.8240167599251614,0.637,2
p0338-p0244-p0074-p0102-p0100,1.3894484699987548,0.206,2
p0052-p0042-p0199-p0299-p0274,1.1373725704966327,0.476,2
p0391-p0216-p0223-p0021-p0178,0.31472491230830624,0.866,2
p0085-p0130-p0172-p0233-p0093,1.464374619327711,0.141,2
p0058-p0062-p0256-p0225-p0004,1.6921190202489231,0.084,2
p0210-p0122-p0011-p0058-p0160,1.246797840204599,0.278,2
p0270-p0265-p0289-p0272-p0185,0.905975691131024,0.562,2
p0362-p0037-p0231-p0071-p0383,1.4188798664472888,0.233,2
p0339-p0348-p0258-p0011-p0361,1.0656391241123542,0.485,2
p0365-p0373-p0202-p0219-p0181,1.1285154990858588,0.42,2
p0047-p0065-p0172-p0113-p0044,1.5912917494668843,0.083,2
p0089-p0213-p0187-p0287-p0065,1.553288268492135,0.23,2
p0184-p0165-p0000-p0239-p0381,0.8577968927889079,0.613,2
p0355-p0333-p0358-p0075-p0204,0.703479128040494,0.694,2
p0028-p0356-p0149-p0088-p0213,0.5598591336199849,0.782,2
p0323-p0211-p0325-p0047-p0126,1.3391386344411882,0.29,2
p0307-p0133-p0277-p0366-p0014,0.4152193266336676,0.857,2
p0040-p0354-p0346-p0199-p0020,2.32300454481084,0.024,2
p0133-p0347-p0162-p0394-p0397,0.9171248292982559,0.576,2
p0371-p0068-p0292-p0272-p0008,0.7989584098734156,0.688,2
p0177-p0261-p0285-p0180-p0339,1.41164398863386,0.339,2
p0379-p0080-p0265-p0209-p0059,1.9098183418966805,0.117,2
p0166-p0312-p0253-p0077-p0375,4.263945144428179,0.007,2
p0378-p0295-p0054-p0310-p0076,1.7627417737268778,0.125,2
p0316-p0287-p0344-p0219-p0208,1.325117600354954,0.344,2
p0344-p0320-p0138-p0056-p0287,0.43464442755931887,0.873,2
p0072-p0384-p0357-p0395-p0339,1.4278896797866967,0.313,2
p0157-p0358-p0044-p0301-p0151,0.9627168937292057,0.558,2
p0134-p0265-p0151-p0051-p0093,1.949373289913904,0.072,2
p0365-p0295-p0328-p0200-p0157,0.25177906695379826,0.878,2
p0246-p0236-p0081-p0311-p0112,2.9741216529626544,0.004,2
p0049-p0319-p0355-p0125-p0279,0.1647944280882754,0.891,2
p0237-p0041-p0195-p0117-p0278,1.1499123397634645,0.393,2
p0044-p0038-p0190-p0155-p0291,1.4094712935188094,0.22,2
p0154-p0226-p0150-p0196-p0042,1.522576008098335,0.209,2
p0304-p0085-p0174-p0165-p0124,0.8292862460438801,0.642,2
p0155-p0108-p0040-p0322-p0152,1.7585924398878194,0.148,2
p0340-p0338-p0065-p0323-p0333,0.9472447795163217,0.569,2
p0025-p0142-p0373-p0030-p0309,2.200753072632474,0.072,2
p0346-p0175-p0290-p0079-p0398,2.236934695352538,0.06,2
p0285-p0346-p0355-p0233-p0125,0.4799429549105432,0.742,2
p0253-p0375-p0051-p0344-p0133,1.9424652539008558,0.086,2
p0263-p0367-p0164-p0241-p0101,0.7595468767118643,0.661,2
p0196-p0193-p0202-p0062-p0269,1.6507427069457266,0.114,2
p0250-p0347-p0289-p0284-p0098,1.0304308337188135,0.513,2
p0086-p0129-p0298-p0232-p0010,0.913965557091397,0.552,2
p0232-p0128-p0111-p0265-p0169,1.2801688800930686,0.332,2
p0120-p0242-p0304-p0071-p0005,1.6925422754568962,0.139,2
p0236-p0133-p0256-p0177-p0380,1.2842367201178895,0.234,2
p0036-p0256-p0347-p0283-p0304,0.9717890867587223,0.514,2
p0392-p0304-p0013-p0288-p0160,1.081923249361653,0.475,2
p0173-p0384-p0257-p0379-p0394,0.5682438027789576,0.719,2
p0317-p0116-p0182-p0341-p0318,1.7895756889809478,0.181,2
p0319-p0207-p0035-p0186-p0335,1.136711684551464,0.376,2
p0035-p0027-p0145-p0355-p0032,0.49001469164973055,0.836,2
p0277-p0112-p0338-p0080-p0279,1.1301982403735245,0.453,2
p0263-p0194-p0037-p0106-p0115,1.9482305615811306,0.075,2
p0054-p0195-p0007-p0314-p0213,0.22385465297447701,0.959,2
p0063-p0028-p0022-p0348-p0356,1.0892142505217297,0.442,2
p0096-p0351-p0008-p0147-p0304,0.7729323717006635,0.646,2
p0293-p0387-p0367-p0319-p0185,0.5649643989766051,0.747,2
p0074-p0140-p0095-p0104-p0271,1.2393416572677947,0.293,2
p0381-p0191-p0358-p0360-p0142,1.107627951787549,0.491,2
p0081-p0072-p0016-p0393-p0101,0.8500912522550366,0.655,2
p0362-p0114-p0270-p0048-p0269,1.0912245202972095,0.462,2
p0151-p0298-p0258-p0074-p0287,0.910704354083781,0.584,2
p0152-p0248-p0324-p0081-p0280,1.793577366357136,0.084,2
p0005-p0219-p0381-p0083-p0040,1.1172410331626803,0.416,2
p0360-p0231-p0338-p0171-p0241,0.5469030929272822,0.784,2
p0362-p0289-p0379-p0190-p0006,0.7953743561935682,0.649,2
p0241-p0138-p0235-p0314-p0193,1.4439704386689496,0.193,2
p0246-p0209-p0290-p0394-p0154,1.3586840114117946,0.354,2
p0229-p0032-p0354-p0312-p0081,2.684409966192149,0.072,2
p0033-p0095-p0098-p0127-p0174,1.4006046538229857,0.148,2
p0065-p0182-p0093-p0164-p0219,0.879941986584785,0.608,2
p0042-p0391-p0012-p0254-p0008,1.487618715635165,0.134,2
p0083-p0246-p0197-p0192-p0009,1.167736764440988,0.429,2
p0344-p0325-p0265-p0261-p0375,1.6978890302678522,0.175,2
p0199-p0029-p0177-p0181-p0189,1.9068263984887401,0.083,2
p0151-p0057-p0386-p0314-p0230,1.926504589017989,0.119,2
p0379-p0128-p0011-p0002-p0183,1.0618689720722077,0.469,2
p0236-p0148-p0000-p0001-p0168,0.0870403571273305,0.937,2
p0094-p0025-p0112-p0379-p0113,0.9275045031223789,0.573,2
p0045-p0254-p0325-p0193-p0093,1.4966404307274057,0.151,2
p0157-p0224-p0371-p0174-p0112,0.1593628503614604,0.944,2
p0104-p0285-p0039-p0262-p0052,1.3018240419552938,0.375,2
p0042-p0014-p0386-p0254-p0379,2.4958497331303064,0.043,2
p0149-p0315-p0130-p0040-p0259,1.4071480727827905,0.321,2
p0273-p0362-p0321-p0370-p0027,1.5407122562810047,0.262,2
p0242-p0175-p0396-p0071-p0035,1.101317007004317,0.472,2
p0013-p0326-p0003-p0338-p0223,1.5895783442523215,0.145,2
p0241-p0075-p0182-p0348-p0215,0.9921442127234095,0.504,2
p0192-p0005-p0093-p0246-p0066,1.5087554437136217,0.266,2
p0139-p0305-p0132-p0242-p0147,1.8174560119271506,0.144,2
p0361-p0126-p0337-p0189-p0152,1.3761185543434629,0.299,2
p0282-p0088-p0192-p0136-p0028,0.9575466974382018,0.539,2
p0064-p0341-p0318-p0161-p0023,1.963728523238594,0.11,2
p0294-p0263-p0155-p0375-p0148,1.8854197630780813,0.121,2
p0315-p0325-p0391-p0358-p0347,1.2015362474699334,0.39,2
p0140-p0286-p0113-p0388-p0058,0.5745063956619837,0.76,2
p0305-p0005-p0131-p0194-p0145,1.5148307274150727,0.167,2
p0046-p0099-p0195-p0140-p0196,1.4292409944064475,0.161,2
p0277-p0088-p0324-p0274-p0270,0.3786107231516852,0.86,2
p0367-p0347-p0210-p0278-p0100,0.5470501830832197,0.775,2
p0272-p0396-p0343-p0314-p0181,1.3567228801456923,0.251,2
p0243-p0051-p0273-p0326-p0213,1.438236584227879,0.207,2
p0287-p0059-p0272-p0220-p0149,0.7892068320553212,0.654,2
p0319-p0108-p0259-p0033-p0200,1.585010207421246,0.204,2
p0162-p0231-p0075-p0301-p0122,-0.92373534712689,0.997,2
p0050-p0319-p0292-p0264-p0304,0.9535009821222818,0.545,2
p0146-p0136-p0022-p0020-p0059,1.6327892344233275,0.089,2
p0052-p0297-p0380-p0366-p0096,2.245480977201216,0.042,2
p0371-p0112-p0216-p0019-p0085,0.886500687887608,0.585,2
p0342-p0014-p0324-p0209-p0066,1.469396650611711,0.249,2
p0141-p0089-p0006-p0073-p0316,1.464715263240775,0.141,2
p0313-p0073-p0131-p0314-p0170,1.417975302651969,0.286,2
p0063-p0133-p0314-p0211-p0106,1.1336338404403545,0.4,2
p0074-p0202-p0311-p0187-p0175,2.353920608317253,0.043,2
p0031-p0165-p0044-p0297-p0241,2.5573842774660105,0.012,2
p0134-p0073-p0236-p0261-p0148,1.08206197372198,0.455,2
p0324-p0024-p0348-p0311-p0069,1.7615441208081408,0.07,2
p0076-p0343-p0102-p0310-p0025,1.324929560126757,0.206,2
p0247-p0110-p0208-p0263-p0375,1.2477409186743411,0.371,2
p0221-p0283-p0139-p0048-p0266,1.0687215666798733,0.433,2
p0076-p0347-p0207-p0004-p0326,1.5207278400983524,0.142,2
p0156-p0069-p0034-p0038-p0234,1.7836573690065154,0.051,2
p0236-p0038-p0223-p0082-p0178,1.4206735340495829,0.176,2
p0199-p0248-p0017-p0327-p0215,0.935774732813704,0.583,2
p0244-p0189-p0035-p0162-p0347,1.5646921915041085,0.119,2
p0123-p0320-p0015-p0184-p0299,1.2005208616610072,0.325,2
p0292-p0373-p0162-p0033-p0262,0.84556012186879,0.61,2
p0314-p0002-p0118-p0351-p0346,0.825327993937458,0.63,2
p0023-p0260-p0323-p0030-p0200,1.3776563079973456,0.28,2
p0217-p0183-p0273-p0004-p0083,1.4109358643120107,0.281,2
p0148-p0345-p0038-p0060-p0291,1.7808309714168986,0.14,2
p0096-p0037-p0194-p0081-p0131,1.3390117940748465,0.241,2
p0038-p0026-p0039-p0368-p0203,1.8451210566499998,0.106,2
p0206-p0142-p0346-p0086-p0056,2.149628836520809,0.021,2
p0156-p0088-p0287-p0086-p0361,1.1093851471771006,0.445,2
p0307-p0355-p0148-p0059-p0074,1.3799986230206611,0.228,2
p0174-p0035-p0014-p0003-p0301,1.080489589096639,0.432,2
p0057-p0094-p0209-p0123-p0379,1.8978264162000653,0.063,2
p0093-p0244-p0396-p0043-p0398,1.1314709763089896,0.4,2
p0062-p0140-p0146-p0102-p0004,1.2780967196309119,0.253,2
p0066-p0029-p0009-p0134-p0122,1.061497655125884,0.426,2
p0147-p0117-p0096-p0387-p0005,1.766477188068196,0.087,2
p0365-p0205-p0030-p0140-p0004,1.543570782975068,0.152,2
p0034-p0387-p0363-p0062-p0362,1.922165353391614,0.149,2
p0165-p0211-p0029-p0063-p0260,1.1243730626285702,0.432,2
p0195-p0391-p0279-p0238-p0145,1.1383030700754608,0.416,2
p0342-p0293-p0391-p0399-p0253,1.4036037641339805,0.303,2
p0314-p0262-p0267-p0059-p0040,0.45874263570858576,0.812,2
p0226-p0033-p0177-p0320-p0091,1.4089360847721664,0.255,2
p0037-p0261-p0126-p0166-p0172,1.5516295328503136,0.136,2
p0292-p0197-p0115-p0211-p0360,1.675680939733985,0.147,2
p0107-p0266-p0050-p0019-p0120,1.7402157115352146,0.131,2
p0042-p0105-p0360-p0375-p0379,1.227452022793374,0.428,2
p0305-p0015-p0319-p0081-p0282,1.5085176288789448,0.164,2
